id,league,year,type,h2_index,para_index,title,paragraph
2080,National League,1923,h2,2,3,In the American League,"The Cleveland Indians set an American League record on July 7th after scoring in every inning against the Boston Red Sox. In eight innings (the home team did not bat in the ninth), ""The Tribe"" ran up twenty-seven runs, including thirteen in the sixth, for an embarrassing 27-3 win."
2081,National League,1923,h2,3,1,In the National League,"On April 7th, the longest National League opener (to date) took place with the Brooklyn Dodgers and Philadelphia Phillies battling head-to-head for a grueling, fourteen innings and a 5-5 tie."
2082,National League,1923,h2,3,2,In the National League,"A riot broke out in Chicago on September 16th after umpire Charlie Moran made an ""out"" call at second base on Sparky Adams. Commissioner Judge Kenesaw Mountain Landis was in attendance and shook his cane at the angry mob as Moran and the other officials were pelted by hundreds of empty bottles. After holding up play for over fifteen minutes, the game resumed with the visiting New York Giants winning 10-6."
2083,National League,1923,h2,3,3,In the National League,"Dolf Luque of the Cincinnati Reds finished his season in style after posting an 11-1 finale over the St. Louis Cardinals. Following the game, Luque returned to Havana with a Major League leading win-loss record of 27-8 which is still the best single-season mark ever posted (to date) by a Latin American pitcher."
2084,National League,1923,h2,4,1,Around the League,"Pitching legend Christy Mathewson became the president of the Boston Braves franchise after purchasing the club with New York attorney Judge Emil Fuchs and Bostonian James McDonough for a reported sum of $300,000. However, Braves Field remained in the custody of former owner James Gaffney and eighty-five minority stockholders."
2085,National League,1923,h2,4,2,Around the League,"The St, Louis Cardinals announced plans for their players to wear numerals on their uniforms, and number them according to the team's batting line-up."
2086,National League,1923,h2,4,3,Around the League,"Two members of the infamous ""Black Sox Scandal"", in which the 1919 World Series was ""fixed"" in favor of the Cincinnati Reds, attempted to sue their former team, the Chicago White Sox. Swede Risberg and Happy Felsch unsuccessfully sought $400,000 in damages and $6,750 back salary for conspiracy and injury to reputation. Both men, along with all Chicago players involved in the incident, had been banned from baseball due to their undeniable link to gamblers."
2087,National League,1923,h2,4,4,Around the League,No games were played on August 3rd following the death of President Harding in San Francisco. The entire major league schedule was also canceled one week later on the day of his funeral.
2088,National League,1924,h1,,,1924 NATIONAL LEAGUE,
2089,National League,1924,h2,1,1,Off the field,"Interior Secretary Albert B. Fall and oilmen Harry Sinclair and Edward L. Doheny were all charged with conspiracy and bribery in the ""Teapot Dome scandal"" which involved fraudulent leases of naval oil reserves. Fall was later indicted for conspiracy and for accepting bribes and after being convicted of the latter; he was sentenced to a year in prison and fined $100,000. In another trial for bribery Doheny and Sinclair were acquitted, although Sinclair was subsequently sentenced to prison for contempt of the Senate and for employing detectives to shadow members of the jury in his case. Eventually, the oil fields were restored to the U.S. government through a Supreme Court decision in 1927."
2090,National League,1924,h2,2,1,In the American League,"During a 12-4 Philadelphia Athletics' victory over the Cleveland Indians, first baseman Joe Hauser set an American League record with three homeruns and a double for a total of fourteen bases. Ty Cobb later broke the record with sixteen bags of his own on May 5, 1925."
2091,National League,1924,h2,2,2,In the American League,"On May 1st, White Sox shortstop Bill Barrett stole home twice (first and ninth innings) tying the Major League mark for home-plate thievery. Chicago went on to beat the Cleveland Indians 13-7."
2092,National League,1924,h2,2,3,In the American League,Washington Senators' ace Walter Johnson struck out fourteen on May 23rd (including six in a row) for a 4-0 one-hitter over the Chicago White Sox and his one-hundred third shutout. Johnson went on to finish the season with his best record in five years while going 23-7.
2093,National League,1924,h2,3,1,In the National League,"On April 15th, Rogers Hornsby of the St. Louis Cardinals went two-for-five on Opening Day (against Vic Aldridge of the Chicago Cubs) giving him a .400 batting average with one game under his belt. Later in the season, his .424 batting average would mark the highest Major League batting average of the twentieth century and from Opening Day forward his average never dipped at or below the .400 mark again."
2094,National League,1924,h2,3,2,In the National League,"Giant's first baseman George Kelly went ""solo"" on June 14th after hitting three homers to drive in all of New York's runs during an 8-6 victory over the Cincinnati Reds. Over a decade later, Bob Johnson of the Philadelphia Athletics matched the ""one-man-show"" with an 8-3 win over the St. Louis Browns."
2095,National League,1924,h2,3,3,In the National League,"On July 11th, Chicago Cubs first baseman Lee Cotter equaled a Major League record with twenty-one putouts and one assist during a 9-1 loss against the Brooklyn Dodgers."
2096,National League,1924,h2,4,1,Around the League,"Following the American League's lead, the Nationals agreed to offer a $1000 cash prize to the player named their most valuable player as selected by an exclusive panel of sports writers."
2097,National League,1924,h2,4,2,Around the League,Sen Kaney called the first live radio broadcast (from a grandstand behind home plate) on October 1st at Cubs' Park in Chicago. The home team went on to beat their cross-town rival White Sox with a solid 10-7 effort.
2098,National League,1924,h2,4,3,Around the League,"On December 10th, both leagues agreed to a permanent rotation system for World Series play with the first two games at one league's park, next three at the other leagues park, last two (if needed) back at the first league's park, and all future openers to alternate between leagues. The National League was granted the inaugural advantage in 1925."
2099,National League,1925,h1,,,1925 NATIONAL LEAGUE,
2100,National League,1925,h2,1,1,Off the field,"One of the most sensational court cases in twentieth-century America, the ""Scopes Monkey Trial"" went infinitely beyond the boundaries of law and the courtroom to question the social, intellectual, and cultural values of America. In 1925, the American Civil Liberties Union (ACLU) announced that it was willing to financially support anyone challenging a recently enacted Tennessee law that prohibited the teaching of Darwinism in the state's schools. John T. Scopes, a twenty-five year-old high-school science teacher in Dayton, Tennessee, who taught evolution in his school biology class, accepted the ACLU offer and agreed to stand as the defendant in a test case to challenge the law. At the conclusion of the hearings, Scopes' attorney asked the jury to return a verdict of guilty in order that the case might be appealed to the Tennessee Supreme Court where, he hoped, the anti-Darwin law would be overturned. The jury, complying with his request, returned a verdict of guilty and fined Scopes $100."
2101,National League,1925,h2,2,1,In the American League,"Ty Cobb set another one of his many Major League records on May 5th after going six-for-six, (including three home runs) in a Detroit Tiger win over the St. Louis Browns. Cobb's sixteen total bases topped the American League record previously set by Joe Hauser (fourteen) on August 2nd of 1924."
2102,National League,1925,h2,2,2,In the American League,Boston Red Sox outfielder Ira Flagstead initiated three double plays on May 19th in an 8-2 loss to the St. Louis Browns breaking the record previously set by Tris Speaker in 1918. (All of Speaker's were unassisted).
2103,National League,1925,h2,2,3,In the American League,"Rookie Ben Paschal of the New York Yankees hit two inside-the-park home runs, in an 11-6 win over the Chicago White Sox on September 22nd. Paschal totaled seven home runs in the month of September setting a franchise record (for rookies) that stood until 1998."
2104,National League,1925,h2,3,1,In the National League,Pittsburgh Pirates shortstop Glenn Wright pulled off the impossible after completing a solo triple play at second base during a 10-9 win over the St. Louis Cardinals on May 7th. Wright ended the game after snagging a Jim Bottomley line drive while simultaneously stepping on the bag before Johnny Cooney could return. Then he tagged Rogers Hornsby who was attempting to retreat after coming down from first base.
2105,National League,1925,h2,3,2,In the National League,Second baseman Milt Stock of the Brooklyn Dodgers set a modern National League record after tallying four hits in four consecutive games.
2106,National League,1925,h2,3,3,In the National League,"Marv Goodwin (one of the few remaining ""spitball"" pitchers) was killed in an accident during an Air Reserve training flight on October 21st. The former right-hander for the St. Louis Cardinals had recently joined the Cincinnati Reds at the end of the season and became the first active-player ever to be killed in a plane crash."
2107,National League,1925,h2,4,1,Around the League,"At the annual meeting of American League owners, a plan was adopted to alternate the site of future World Series openers by league rather than deciding it by a coin toss. Games 1, 2, 6, and 7 would be played in one park and 3, 4, and 5 would take place in the other."
2108,National League,1925,h2,4,2,Around the League,"On April 5th, New York Yankees icon Babe Ruth collapsed suddenly at a railroad station in Asheville, North Carolina. He later underwent an emergency operation for an ulcer at New York Hospital on April 17th and remained in bed until May 26th."
2109,National League,1925,h2,4,3,Around the League,"Baseball legend Christy Mathewson died of tuberculosis on October 7th at Saranac Lake, New York, at the age of forty-five. At the time of his death he was part owner and president of the Boston Braves franchise."
2110,National League,1926,h1,,,1926 NATIONAL LEAGUE,
2111,National League,1926,h2,1,1,Off the field,"U.S. troops were deployed to Nicaragua in May to help restore civil order after a revolt broke out against the new president Emiliano Chamorro. The resulting ""Bryan-Chamorro Treaty"" (terminated in 1970) granted the United States an option for a canal route through the country as well as the installation naval bases. For the majority of the century, Nicaragua's politics had been dominated by the competition for power between the Liberals, who were centered in the city of León, and the Conservatives who were centered in Granada."
2112,National League,1926,h2,1,2,Off the field,"Controversial radio host Father Coughlin began broadcasting his right-wing addresses in which he criticized such diverse groups as U.S. bankers, trade unionists, and Communists. Later, he organized the National Union for Social Justice, which denounced President Roosevelt's ""New Deal"" policies and advocated such measures as silver inflation as well as the nationalizing of banks, utilities, and many natural resources. Coughlin also published a magazine titled ""Social Justice"" in which he made increasingly anti-Semitic remarks directed especially at Jewish members of Wall Street."
2113,National League,1926,h2,2,1,In the American League,"After eleven seasons (ten-and-a-half years), New York Yankees first baseman Wally Pipp was replaced by an ""up-and-coming"" rookie from Columbia University named Lou Gehrig who would hold the position for 2,130 consecutive games."
2114,National League,1926,h2,2,2,In the American League,"Despite losing 11-7 to the Chicago White Sox at Sportsman's Park III on April 22nd, the St. Louis Browns managed to tie an American League record with five double plays."
2115,National League,1926,h2,2,3,In the American League,"On April 13th, Washington Senators ace Walter Johnson and Philadelphia Athletics knuckleballer Eddie Rommel met for what is still considered to be the greatest opening-day pitchers' duel in baseball history. After going head-to-head for fifteen grueling innings, Johnson emerged the 1-0 victor after fanning twelve batters."
2116,National League,1926,h2,3,1,In the National League,"The Cincinnati Reds used a Major League record-tying eight sacrifices on May 6th, in a 14-1 triumph over the visiting Philadelphia Phillies at Crosley Field."
2117,National League,1926,h2,3,2,In the National League,"The city of St. Louis declared May 22nd as ""Rogers Hornsby Day"" to honor the longtime player / manager. The Cardinals presented Hornsby with $1,000 in gold and a medal as the National League MVP for his performance in the 1925 season."
2118,National League,1926,h2,3,3,In the National League,"During a September 3rd outing against the Boston Braves, the New York Giants set a National League record after recording an astounding twelve runs in the fifth inning. The mid-game rally devastated the Braves who were unable to recover en route to an embarrassing 17-3 disaster."
2119,National League,1926,h2,4,1,Around the League,"The Major League Baseball Rules Committee finally agreed to allow the use of a resin bag by pitchers. The Committee also discussed the elimination of the intentional walk (forcing the pitcher to throw to the batter), as calling a ""catcher balk"" had not eliminated the practice as originally intended."
2120,National League,1926,h2,4,2,Around the League,A nineteen year-old pitching phenomenon named Satchel Paige made his debut on May 1st in the Negro Southern League leading Chattanooga to a 5-4 triumph over Birmingham.
2121,National League,1926,h2,4,3,Around the League,"On May 8th, the bleachers along the left field line at Fenway Park were partially destroyed by a fire. Surprisingly, the Red Sox management opted not to replace the seats."
2122,National League,1927,h1,,,1927 NATIONAL LEAGUE,
2123,National League,1927,h2,1,1,Off the field,"On August 23rd, the Commonwealth of Massachusetts executed two Italian immigrants for a double murder. It was widely believed that the men's reputation as anarchists prevented them from receiving a fair trial and the case remains one of the most controversial in American history. On April 15, 1920, a paymaster for a shoe company in South Braintree, Massachusetts, and his guard were shot and killed by two men who escaped with over $15,000. It was thought from reports of witnesses that the murderers were Italians. The suspects, Nicola Sacco and Bartolomeo Vanzetti were later arrested. Neither, however, had a criminal record, nor was there any evidence of their having had any of the money. In July of 1921, they were found guilty after a trial in Dedham, Massachusetts, and sentenced to death. Years later it was determined that Sacco was probably guilty of the crime, but that Vanzetti was innocent."
2124,National League,1927,h2,1,2,Off the field,"American Aviator Charles Lindbergh astounded the world on May 21st by landing in Paris after a solo flight from New York across the Atlantic in ""The Spirit of St. Louis"". Upon his return to the United States he received an unprecedented welcome, was promoted to colonel, and made a nationwide tour to foster popular interest in aviation. Lindbergh later married Anne Morrow, the daughter of the U.S. ambassador to Mexico and made several more historic flights with her. After the kidnapping and death of their son in 1932, the Lindberghs moved to England where Charles collaborated with Alexis Carrel on the invention of a perfusion pump that could maintain organs outside the body."
2125,National League,1927,h2,2,1,In the American League,"With an all-star lineup known as ""Murderer's Row"", the New York Yankees outscored its opponents by nearly four-hundred runs and hit .307 as a team. Babe Ruth set the original single season mark with sixty home runs which was more than any other American League team had combined. Outfield counterparts, Earle Combs in center and Bob Meusel in left, hit .356 and .337 respectively. Lou Gehrig had his first big season, batting .373 with forty-seven home runs and a league leading one-hundred seventy-five runs batted in. Second year man Tony Lazzeri ranked third in the loop with eighteen home runs."
2126,National League,1927,h2,2,2,In the American League,"On May 30th, Washington Senators ace Walter Johnson tossed the final shutout of his career (number one-hundred ten) with a three hit, 3-0 victory over the Boston Red Sox. The ""Big Train"" went on to retire at the end of the season, but eventually returned to the majors as a manager for both the Senators and Cleveland Indians."
2127,National League,1927,h2,3,1,In the National League,"On May 3rd, Jess Barnes (Brooklyn Dodgers) and Virgil Barnes (New York Giants) combined for the first match-up in Major League history between two brothers. Jess pitched the last seven innings, surrendering runs in the seventh and eighth, while Virgil allowed twelve hits in the first seven 2/3 innings, and finished with a 7-6 loss."
2128,National League,1927,h2,3,2,In the National League,"Chicago Cubs shortstop Jimmy Cooney pulled off a rare unassisted triple play in the opener of a Memorial Day doubleheader against the Pittsburgh Pirates. Cooney first caught a Paul Waner line drive, then stepped on second to retire brother Lloyd Waner and finally tagged Clyde Barnhart who was attempting to get back on first. Amazingly, the feat would be duplicated the following day by Detroit Tigers first baseman Johnny Nuen against the Cleveland Indians."
2129,National League,1927,h2,3,3,In the National League,"Pittsburgh Pirates slugger Paul Waner set a new National League record after finishing fourteen straight games with at least one long hit (twelve doubles, five triples, three home runs). The following day, his twenty-three game hitting streak also came to an end."
2130,National League,1927,h2,4,1,Around the League,"During a May 14th game between the Philadelphia Phillies and St. Louis Cardinals, a section of ten rows in the right field stands at the Baker Bowl collapsed spilling hundreds of fans onto spectators below. There are many injuries, but the one death that occurred was caused by the crowd's ensuing stampede, not the collapsing bleachers."
2131,National League,1927,h2,4,2,Around the League,"The New York Yankees grand finale for the 1927 season, the World Series, was the quickest ever played and lasted only seventy-four hours and fifteen minutes. They became the first American League team to sweep a World Series, and it was only the second four game sweep in World Series history (Braves over Athletics in 1914). The Yankees trailed a total of only two innings during the entire series out scoring the Pirates 23-10. Pittsburgh, only once, managed to score more than one run in an inning (during Game 4)."
2132,National League,1928,h1,,,1928 NATIONAL LEAGUE,
2133,National League,1928,h2,1,1,Off the field,"On June 18th, Amelia Earhart became the first woman to fly across the Atlantic Ocean during a historic flight that lasted twenty-four hours and forty-nine minutes. The first woman to obtain pilot's certification from the National Aeronautic Association, Earhart flew as a passenger aboard a Fokker F.VIIb-3m flown by Wilmer Stultz and Slim Gordon. She later made the first solo flight by a woman from Hawaii to California in 1935, but her plane was later lost somewhere in the Pacific in 1937 as she was attempting to circumnavigate the globe. The exact circumstances of her (presumed) crash are still unknown today."
2134,National League,1928,h2,1,2,Off the field,"The Kellogg-Briand Pact was developed as an international effort to outlaw war. The declaration originally started as a bilateral French-American accord, but fourteen nations registered immediately, and sixty-two nations eventually signed. Although unsuccessful, the treaty marked the high point of idealism in the pursuit of peace. The proclamation stated ""Whereas a Treaty between the President of the United States Of America, the President of the German Reich, His Majesty the King of the Belgians, the President of the French Republic, His Majesty the King of Great Britain, Ireland and the British Dominions beyond the Seas, Emperor of India, His Majesty the King of Italy, His Majesty the Emperor of Japan, the President of the Republic of Poland, and the President of the Czechoslovak Republic, providing for the renunciation of war as an instrument of national policy."""
2135,National League,1928,h2,2,1,In the American League,"On May 1st, the Cleveland Indians outfield tied a Major League record with five assists in a game against the St. Louis Browns. Rookie Sam Langford also tied another Major League mark after posting four of them himself. It was the tenth time (once in extra innings) that the record was equaled in the major leagues, and the last time the century. Although the ""Tribe"" was out-hit 12-10, they managed to hold on for the 4-3 victory."
2136,National League,1928,h2,2,2,In the American League,Forty-one year-old Detroit Tiger veteran Ty Cobb stole home on June 15th against the Cleveland Indians for the fiftieth (and final time) in his twenty-four year career to extend another one of his ninety Major League records.
2137,National League,1928,h2,2,3,In the American League,Washington Senators pitcher Milt Gaston set another unusual American League record after surrendering fourteen hits en route to a 9-0 shutout over the Cleveland Indians on July 10th.
2138,National League,1928,h2,3,1,In the National League,The Philadelphia Phillies and St. Louis Cardinals combined on June 2nd to set a Major League record with a 2-1 effort that was the result of three pinch-hit home runs.
2139,National League,1928,h2,3,2,In the National League,"Following a Labor Day doubleheader rainout, the Boston Braves went on to play a record nine consecutive doubleheaders between September 4th and the 15th: First, the Brooklyn Dodgers on the 4th and 5th; then Philadelphia Phillies on the 7th and 8th; followed by the New York Giants on the 10th, 11th, 13th, and 14th; and finally the Chicago Cubs on the 15th. Starting with Philadelphia, the Braves also went on to set an unwanted record by dropping five consecutive games including all four against the Giants."
2140,National League,1928,h2,3,3,In the National League,"On September 18th, the Boston Braves and Chicago Cubs combined to set a National League record with eight double plays between them."
2141,National League,1928,h2,4,1,Around the League,"After voters in Massachusetts finally approved Sunday baseball in Boston (provided that the ballpark is more than 1,000 feet from a church), Pennsylvania was left as the only state in the major leagues with no Sunday baseball."
2142,National League,1928,h2,4,2,Around the League,"Alfred J. Reach, founder of A.J. Reach Sporting Goods, died on January 14th at the tender age of eighty-seven. Reach had become the first ballplayer ever to receive a regular salary after signing as a catcher with the Philadelphia Athletics at $25 a week (for expenses) in 1865."
2143,National League,1928,h2,4,3,Around the League,"On December 11th, National League President John Heydler first proposed (see newspaper story at bottom of page) the concept of a designated hitter (also known as the tenth regular). Heydler contended that the fans were tired of seeing weak hitting pitchers come up to bat and the incorporation of a designated hitter would improve the quality of play and speed up the game."
2144,National League,1929,h1,,,1929 NATIONAL LEAGUE,
2145,National League,1929,h2,1,1,Off the field,"One February evening in north Chicago, seven well-dressed men were found riddled with bullets inside the S.M.C Cartage Company garage. All had been lined up against a wall, with their backs to their executioners (who were disguised as policemen) and shot to death. The men were mobsters working under the leadership of gangster and bootlegger, ""Bugs"" Moran and were casualties of what would become the ""St. Valentine's Day Massacre"". Ordered by rival gang leader, Al ""Scarface"" Capone, the notorious attack was carried out by Jack ""Machine Gun"" McGurn who had organized the hit. Thanks to prohibition, Capone had become the crime czar of Chicago, running gambling, prostitution and bootlegging rackets while continuously expanding his territories by getting rid of rival gangs."
2146,National League,1929,h2,1,2,Off the field,"Stock market prices plummeted from November to December and U.S. securities lost $26 billion, marking the first financial disaster of the Great Depression. The American depression produced severe effects abroad, especially in Europe, where many countries had not fully recovered from the aftermath of World War I. In Germany, the economic disaster and resulting social dislocation contributed to the rise of Adolf Hitler and the Nazi Party. Although it shared the basic characteristics of other such crises, the Great Depression was unprecedented in its length and in the wholesale poverty and tragedy it inflicted on society."
2147,National League,1929,h2,2,1,In the American League,"The first-place Philadelphia Athletics scored a whopping eight runs off of Boston Red Sox pitcher Milt Gaston on the way to an embarrassing 24-6 massacre at Fenway Park on May 1st. The twenty-four runs matched a franchise record previously set in the ""Ty Cobb protest game"" in 1912, and the twenty-nine hits set another franchise mark."
2148,National League,1929,h2,2,2,In the American League,"The Chicago White Sox and Detroit Tigers set a major league ""marathon"" record on May 24th after going twenty-one innings (three hours and thirty-one minutes) for the longest game ever seen to date at Comiskey Park. George Uhle emerged the 6-5 winner, after going twenty innings, with Vic Sorrell finishing in relief. The loser, Ted Lyons, went the distance giving up a respectable twenty-four hits (over twenty-one innings)."
2149,National League,1929,h2,3,1,In the National League,"On April 29th, Brooklyn Dodgers relief pitcher Clise Dudley became the first player ever to hit a home run against the first pitch he saw. Claude Willoughby of the Philadelphia Phillies gave up the inaugural round-tripper en route to an 8-3 victory. Amazingly Dudley would go on to hit only two more home runs in his four Major League years."
2150,National League,1929,h2,3,2,In the National League,The Chicago Cubs and Cincinnati Reds turned an amazing nine double plays on July 3rd to tie the Major League double-play mark previously set in 1925 by Detroit and Washington.
2151,National League,1929,h2,3,3,In the National League,"The St. Louis Cardinals answered back after losing 10-6 in the opener of a doubleheader against the Philadelphia Phillies with a magnificent 28-6 victory on July 6th. The ""Redbirds"" came out swinging in game two and collected ten runs in the first and ten more in the fifth. Their twenty-eight hits and twenty-eight runs set a National League record and both teams combined to tie a Major League title with seventy-three hits in a doubleheader."
2152,National League,1929,h2,4,1,Around the League,"The New York Yankees announced that they were adding numbers on the backs of their uniforms. Initially, continuous numbers were distributed based upon a player's position in the batting order (Combs #1, Koenig #2, Ruth #3, Gehrig #4, Meusel #5, Lazzeri #6, Durocher #7, Grabowski #8). Several weeks later, the Cleveland Indians agreed to follow suite and by 1931 all American League teams were utilizing the new identification technique. However, some National League players still remained numberless until 1933."
2153,National League,1929,h2,4,2,Around the League,"On August 3rd, the Chicago Cubs voiced their complaint about the ragged sleeve on the pitching arm of Brooklyn Dodger ace Dazzy Vance (an old trick to distract the hitter). Soon after, a Major League rule was passed that required all pitchers to maintain neat attire. The mandate would expand over the years to include caps, gloves, glasses and other visual deterrents."
2154,National League,1929,h2,4,3,Around the League,The New York Giants used the first public address system in a big-league ballpark during a July 5th game against the Pittsburgh Pirates.
2155,National League,1929,h2,4,4,Around the League,"On September 25th, New York Yankees manager Miller Huggins died from accidental blood poisoning at New York's St. Vincent Hospital at the age of forty-nine. On the day of his funeral in Cincinnati, the American League canceled all games. Yankees coach Art Fletcher remained, as interim skipper, and Bob Shawkey was brought in as the official manager for the 1930 season."
2156,National League,1930,h1,,,1930 NATIONAL LEAGUE,
2157,National League,1930,h2,1,1,Off the field,"Economics dominated politics in the 1930s and the decade began with the construction of shanty towns called ""Hoovervilles"" (named after a president who felt that relief should be left to the private sector) and ended with a series of federal programs funded by the national government and an assortment of commissions set up to regulate Wall Street, the banking industry, and other business enterprises."
2158,National League,1930,h2,1,2,Off the field,The Hawley-Smoot Tariff Act was passed by the U.S. Congress and signed by President Hoover who desired a limited upward revision of tariff rates with general increases on farm products and industrial rates. The controversial act brought retaliatory tariffs from many foreign countries causing U.S. foreign trade to suffer while intensifying America's economic depression.
2159,National League,1930,h2,1,3,Off the field,"Many of America's most distinguished writers produced works of fiction during the thirties. The list includes such names as F. Scott Fitzgerald, Ernest Hemingway and Thornton Wilder. Some of the novels of this period explored what was happening in America during the Great Depression. One standout, John Steinbeck's ""The Grapes of Wrath"", chronicled the life of a displaced Oklahoma family who had lost its farm to the drought of the Dust Bowl."
2160,National League,1930,h2,2,1,In the American League,"During an April 27th, 2-1 victory over the St. Louis Browns, Chicago White Sox first baseman Bud Clancy became the first player at his position since Al McCauley of Washington (American Association) in 1891 to have no chances in a nine-inning game."
2161,National League,1930,h2,2,2,In the American League,"The New York Yankees' and Detroit Tigers' outfields combined on May 9th for a meager two putouts setting an American League record that has never been equaled. The National League record for outfielder idleness was previously set at one putout when the Pittsburgh Pirates took on the ""Brooklyn Superbas"" back in August of 1910."
2162,National League,1930,h2,2,3,In the American League,"On May 11th, Cleveland Indians outfielder Bibb Falk accomplished true offensive symmetry after collecting five hits, five runs batted in and five runs (in the first five innings) during a 25-7 massacre over the Philadelphia Athletics."
2163,National League,1930,h2,3,1,In the National League,"New York Giants pitcher Larry Benton set an unwanted modern Major League record (since tied several times) by surrendering six separate home runs in a single game. Training the Chicago Cubs 14-4, Benton and his teammates managed to tack on five runs (on four home runs) in the bottom of the seventh to tie the Major League record for most runs in a side."
2164,National League,1930,h2,3,2,In the National League,"The rules governing homeruns was changed after Brooklyn Dodgers catcher Al Lopez bounced one over Cincinnati Reds' left fielder Bob Meusel and into the bleachers on September 12th. The lucky round-tripper marked the last recorded ""bouncer"" and has since then been marked as a guaranteed double."
2165,National League,1930,h2,3,3,In the National League,"On the final day of the regular season, a young nineteen-year-old rookie named Dizzy Dean made his Major League debut with St. Louis Cardinals surrendering just 3-hits en route to a 3-1 victory over the visiting Pittsburgh Pirates."
2166,National League,1930,h2,4,1,Around the League,"On March 8th, Babe Ruth signed a new two year contract for $160,000 with the New York Yankees. At $80,000 per year, ""The Sultan of Swat"" became the highest paid player of all time and earned more money than the President of the United States. In an effort to assure posterity, Yankees General Manager Ed Barrow was quoted as saying that ""No one in baseball will ever be paid more than Ruth."""
2167,National League,1930,h2,4,2,Around the League,"By April 29th, suspicions that the 1930 ball was the ""liveliest ever"" increase as an astounding one-hundred twenty-three runs were scored in just seven Major League games."
2168,National League,1930,h2,4,3,Around the League,"With no Most Valuable Player Award for the second year in a row (due to financial strains), the Associated Press polled its members and named Joe Cronin as it's unofficial American League MVP for 1930. The Baseball Writers Association named Hack Wilson the MVP of the Nationals and his team (the Chicago Cubs) presented him with the $1000 bonus. The Sporting News, also acting to fill the MVP void, announced its own selection of Bill Terry as the Most Valuable Player for the National League, and Joe Cronin for the American League."
2169,National League,1930,h2,4,4,Around the League,"On November 23rd, Red Badgro, a St. Louis Browns outfielder / New York Giants receiver caught his third touchdown pass of the season (against the Green Bay Packers) igniting a two-sport career that would eventually land him in the Football Hall of Fame in 1981."
2170,National League,1931,h1,,,1931 NATIONAL LEAGUE,
2171,National League,1931,h2,1,1,Off the field,"Organized Crime icon Al Capone was finally convicted by a grand jury and sentenced to eleven years in prison for tax evasion. The American gangster had repeatedly escaped prosecution even after being implicated in multiple murders and had received numerous accolades from businessmen and politicians. His crime syndicate, which terrorized Chicago in the 1920s while controlling gambling and prostitution, was estimated by the federal Bureau of Internal Revenue to have taken in $105 million in 1927 alone."
2172,National League,1931,h2,1,2,Off the field,"""The Star-Spangled Banner"" was officially made the national anthem by Congress, although it already had been adopted as such by the U.S. Armed Forces. On Sept. 13, 1814, Francis Scott Key visited the British fleet in Chesapeake Bay to secure the release of Dr. William Beanes, who had been captured after the burning of Washington, DC. Key was forced to seek shelter onboard a ship overnight during the shelling of Fort McHenry in Baltimore. In the morning, he was so delighted to see the American flag still flying over the fort that he began a poem to commemorate the occasion."
2173,National League,1931,h2,2,1,In the American League,"The Major League record for catching fly balls was set during a June 29th doubleheader between Detroit and Philadelphia. On the way to both 9-1 and 5-1 victories, the Tiger's outfielders boasted twenty-four putouts and the Athletics answered back with nineteen of their own for a two-team total of forty-three fly-outs in two games."
2174,National League,1931,h2,2,2,In the American League,"On July 7th, the St. Louis Browns and Chicago White Sox met for a twelve inning marathon in which not a single strikeout was recorded. The 10-8 decision still remains the longest game in Major League history not to record a single ""K""."
2175,National League,1931,h2,2,3,In the American League,Philadelphia Athletics ace Lefty Grove (25-2) recorded a 4-2 win over the Chicago White Sox on August 9th for his sixteenth consecutive victory to tie an American League record originally set by Walter Johnson and Joe Wood in 1912.
2176,National League,1931,h2,3,1,In the National League,"Chicago Cubs player / manager, Rogers Hornsby, inserted himself into the line-up on April 24th and hit three consecutive home runs to beat the Pittsburgh Pirates 10-6 at Forbes Field. Hornsby went on to lead the Cubs into third place (while batting .331), but was eventually fired due to a lifelong compulsion with gambling that had landed him in debt."
2177,National League,1931,h2,3,2,In the National League,"Wally Berger, the Boston Braves centerfielder who had established two National League rookie records with thirty-eight home runs and one-hundred nineteen runs batted in during 1930, tied a modern mark for the outfield by recording four assists during a Socks Seibold 2-0 shutout over the Philadelphia Phillies on April 27th."
2178,National League,1931,h2,3,3,In the National League,Pittsburgh Pirates' outfielder Adam Comorosky proved that lightning could strike twice after making an unassisted double play on May 31st against the Chicago Cubs and another double player on June 13th against the New York Giants.
2179,National League,1931,h2,4,1,Around the League,"On February 15th, the New York Yankees' spring training facility in St. Petersburg, Florida was officially renamed ""Miller Huggins Field"" in honor of the team's late manager."
2180,National League,1931,h2,4,2,Around the League,"The Chicago White Sox and New York Giants met for the first major league night game (at Buffs Stadium, Houston Texas) on February 21st. Both teams combined to collect twenty-three hits during the ten-inning exhibition."
2181,National League,1931,h2,4,3,Around the League,"On April 2nd, a seventeen-year-old female named Jackie Mitchell from the Double A ""Chattanooga Lookouts"" took the mound against the mighty New York Yankees in a spring training exhibition. Mitchell, mainly a ""gate attraction"", boasted a single pitch, which was a wicked, dropping curve ball. The first two batters she faced from ""Murderers Row"" were Babe Ruth and Lou Gehrig. After seven pitches Mitchell fanned the ""Sultan of Swat"" AND the ""Iron Horse,"" back-to-back."
2182,National League,1932,h1,,,1932 NATIONAL LEAGUE,
